event_id,event_type,event_date,customer_id,product_id,country,latitude,longitude,region,channel,payment_method,currency,quantity,unit_price_local,discount_code,discount_local,tax_local,net_revenue_local,fx_rate_to_usd,net_revenue_usd,is_refunded,refund_datetime,refund_reason
EF4DCBD0872D,order,5/11/2024 6:23,CUST0001795,PROD0032,United States,39.8283,-98.5795,,Partner,Invoice,USD,3,120,N/A,0,0,360,1,360,FALSE,,
232A739380E5,order,10/16/2024 0:59,CUST0003825,PROD0059,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,15,23.77,N/A,0,71.31,427.86,1.22,521.99,FALSE,,
E22A391D9A9D,order,4/5/2025 5:17,CUST0000227,PROD0007,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,10,7.38,N/A,0,14.76,88.56,1.22,108.04,FALSE,,
E6586FCBD22C,invoice,5/7/2025 23:12,CUST0001602,PROD0057,United States,39.8283,-98.5795,,Website,Wire,USD,5,5,SAVE5,1.25,0,23.75,1,23.75,FALSE,,
DAE4C17FB599,invoice,10/1/2025 1:39,CUST0003799,PROD0045,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,15,N/A,0,0,15,1,15,FALSE,,
888A3197F943,order,8/18/2024 7:34,CUST0002260,PROD0037,United States,39.8283,-98.5795,,Website,Invoice,USD,1,12.5,N/A,0,0,12.5,1,12.5,FALSE,,
22F09949E6F3,order,11/27/2024 5:25,CUST0003643,PROD0098,Brazil,-14.235,-51.9253,LATAM,Website,Wire,USD,25,267.4,N/A,0,1002.75,7687.75,1,7687.75,FALSE,,
0EA3549AE61B,order,2/23/2025 9:05,CUST0002524,PROD0018,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,1,345.45,N/A,0,34.54,379.99,0.66,250.79,FALSE,,
2F0FD9FAD5EB,invoice,7/23/2025 6:33,CUST0002940,PROD0073,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,10,16.39,N/A,0,32.78,196.68,1.22,239.95,FALSE,,
4CF10278FAC7,invoice,11/25/2024 19:10,CUST0000026,PROD0021,United States,39.8283,-98.5795,,Website,Credit Card,USD,10,10,N/A,0,0,100,1,100,FALSE,,
FFA0E979CA30,order,7/21/2025 3:24,CUST0003145,PROD0051,United Kingdom,55.3781,-3.436,EU,Website,PayPal,GBP,1,16.39,N/A,0,3.28,19.67,1.22,24,FALSE,,
F9E9D7972D60,order,9/15/2025 12:09,CUST0000535,PROD0006,Germany,51.1657,10.4515,EU,Reseller,PayPal,EUR,5,140.57,N/A,0,140.57,843.42,1.06,894.03,FALSE,,
5D483F9B301E,order,5/19/2024 21:19,CUST0003533,PROD0064,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,1,153.78,N/A,0,0,153.78,1,153.78,FALSE,,
870EDC868E55,order,4/7/2025 9:44,CUST0001798,PROD0056,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,5,60,N/A,0,0,300,1,300,FALSE,,
CC551696805A,order,6/20/2024 12:57,CUST0000074,PROD0026,Germany,51.1657,10.4515,EU,Reseller,Invoice,EUR,3,272.64,BFCM10,81.79,163.58,899.71,1.06,953.69,FALSE,,
204395F4073E,order,9/23/2025 2:47,CUST0003894,PROD0056,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,60,N/A,0,0,180,1,180,FALSE,,
6B7208583420,order,6/20/2024 21:47,CUST0000483,PROD0081,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,3,44.21,N/A,0,13.26,145.89,0.66,96.29,FALSE,,
B7E2630A052E,order,11/15/2024 18:12,CUST0003999,PROD0082,Canada,56.1304,-106.3468,,Reseller,Credit Card,USD,1,118.1,N/A,0,5.9,124,1,124,FALSE,,
F646485742A9,order,8/14/2024 21:40,CUST0003050,PROD0003,Germany,51.1657,10.4515,EU,Partner,Invoice,EUR,3,27.36,N/A,0,16.42,98.5,1.06,104.41,FALSE,,
F09D2776ED71,order,12/24/2024 21:43,CUST0003940,PROD0094,United States,39.8283,-98.5795,,Marketplace,Wire,USD,3,234.95,N/A,0,0,704.85,1,704.85,FALSE,,
13164B14187F,order,10/1/2024 1:20,CUST0002003,PROD0021,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,1,8.2,NEWCUSTOMER10,0.82,1.64,9.02,1.22,11,TRUE,11/15/2024 1:20,Billing error
F81B41F734ED,order,10/24/2024 4:59,CUST0002444,PROD0065,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,15.57,N/A,0,3.11,18.68,1.22,22.79,FALSE,,
2EDE32AC70CE,order,12/12/2024 16:46,CUST0001263,PROD0078,Brazil,-14.235,-51.9253,LATAM,Partner,Credit Card,USD,1,316.27,N/A,0,47.44,363.71,1,363.71,FALSE,,
0954D5231BC2,order,8/14/2024 18:19,CUST0003230,PROD0026,Philippines,12.8797,121.774,APAC,Reseller,Credit Card,USD,10,289,N/A,0,433.5,3323.5,1,3323.5,FALSE,,
D81D89EA9C32,invoice,9/25/2025 10:49,CUST0000470,PROD0096,Germany,51.1657,10.4515,EU,Reseller,Invoice,EUR,15,252.26,N/A,0,756.78,4540.68,1.06,4813.12,FALSE,,
E26125491073,order,10/11/2025 5:14,CUST0002749,PROD0073,United Kingdom,55.3781,-3.436,EU,Marketplace,Credit Card,GBP,25,16.39,BFCM10,40.98,81.95,450.72,1.22,549.88,FALSE,,
BC7B1B7A5E0F,order,11/18/2024 19:41,CUST0000208,PROD0073,United States,39.8283,-98.5795,,Marketplace,PayPal,USD,1,20,N/A,0,0,20,1,20,FALSE,,
4428DF250B93,order,8/24/2025 12:51,CUST0003941,PROD0022,United States,39.8283,-98.5795,,Website,Invoice,USD,3,96,N/A,0,0,288,1,288,FALSE,,
581C3F90E7CF,invoice,11/2/2024 15:50,CUST0002845,PROD0051,Australia,-25.2744,133.7751,APAC,Marketplace,Credit Card,AUD,1,30.3,LOYALTY15,4.54,3.03,28.79,0.66,19,FALSE,,
7D297E48FF75,order,10/6/2025 19:11,CUST0000659,PROD0006,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,3,149,N/A,0,0,447,1,447,FALSE,,
8A98AE9C505F,order,9/9/2025 4:59,CUST0003832,PROD0047,Australia,-25.2744,133.7751,APAC,Partner,Invoice,AUD,1,13.64,N/A,0,1.36,15,0.66,9.9,FALSE,,
F67704BE5EE3,order,11/20/2024 23:24,CUST0003777,PROD0038,Germany,51.1657,10.4515,EU,Website,Invoice,EUR,1,117.92,N/A,0,23.58,141.5,1.06,149.99,FALSE,,
A183C2D2C46A,order,5/30/2025 20:04,CUST0000423,PROD0005,France,46.2276,2.2137,EU,Website,Wire,EUR,1,14.15,N/A,0,2.83,16.98,1.06,18,FALSE,,
606EF8216FEA,order,9/27/2024 4:41,CUST0003688,PROD0008,France,46.2276,2.2137,EU,Reseller,PayPal,EUR,5,83.96,N/A,0,83.96,503.76,1.06,533.99,FALSE,,
C253D3256A4C,order,11/13/2024 2:47,CUST0002997,PROD0080,Australia,-25.2744,133.7751,APAC,Marketplace,PayPal,AUD,1,178.94,N/A,0,17.89,196.83,0.66,129.91,FALSE,,
2546574FB348,invoice,3/19/2025 12:49,CUST0001834,PROD0044,Brazil,-14.235,-51.9253,LATAM,Reseller,Invoice,USD,15,100,N/A,0,225,1725,1,1725,FALSE,,
2B5E31C2A83B,order,6/29/2024 23:38,CUST0002849,PROD0048,United Kingdom,55.3781,-3.436,EU,Website,PayPal,GBP,3,73.77,N/A,0,44.26,265.57,1.22,324,FALSE,,
5F24B0152725,invoice,4/3/2025 14:43,CUST0000457,PROD0098,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,15,405.15,BFCM20,1215.45,607.72,5469.52,0.66,3609.88,FALSE,,
EAFB19DC03B8,order,5/10/2024 11:33,CUST0002962,PROD0069,United Kingdom,55.3781,-3.436,EU,Website,PayPal,GBP,10,10.66,N/A,0,21.32,127.92,1.22,156.06,FALSE,,
D6FAB6557D24,invoice,1/3/2025 19:08,CUST0000919,PROD0063,Philippines,12.8797,121.774,APAC,Reseller,Invoice,USD,3,9.88,N/A,0,4.45,34.09,1,34.09,FALSE,,
41AC6AD5DD8E,order,6/26/2024 11:59,CUST0003174,PROD0100,France,46.2276,2.2137,EU,Website,Credit Card,EUR,3,298.37,BFCM20,179.02,179.02,895.11,1.06,948.82,FALSE,,
BE778A7FC99D,invoice,2/3/2025 9:21,CUST0002613,PROD0030,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,10,40.98,NEWCUSTOMER10,40.98,81.96,450.78,1.22,549.95,FALSE,,
A5255658B3CC,invoice,9/11/2024 15:34,CUST0002506,PROD0059,Netherlands,52.1326,5.2913,EU,Reseller,Credit Card,EUR,25,27.36,N/A,0,136.8,820.8,1.06,870.05,TRUE,10/27/2024 15:34,Accidental purchase
2FB4D1B357D3,order,1/13/2025 23:57,CUST0002011,PROD0038,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,3,125,SALE15,56.25,0,318.75,1,318.75,FALSE,,
8307AACD318F,order,7/21/2024 9:10,CUST0000961,PROD0019,Germany,51.1657,10.4515,EU,Partner,Credit Card,EUR,5,14.15,N/A,0,14.15,84.9,1.06,89.99,FALSE,,
38BF66AC84F3,invoice,6/14/2024 21:21,CUST0000256,PROD0082,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,1,118.1,EDU20,23.62,17.72,112.2,1,112.2,FALSE,,
30602E0A1F8C,order,8/20/2025 21:04,CUST0002718,PROD0063,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,1,9.32,BFCM10,0.93,1.86,10.25,1.06,10.86,FALSE,,
C75D827FFE7D,order,4/21/2025 22:24,CUST0002961,PROD0070,United States,39.8283,-98.5795,,Partner,Credit Card,USD,1,234.95,N/A,0,0,234.95,1,234.95,FALSE,,
B83043F2A33C,order,1/16/2025 15:36,CUST0000578,PROD0043,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,1,9.43,N/A,0,1.89,11.32,1.06,12,FALSE,,
E5C1DF60D774,order,3/21/2025 21:48,CUST0000863,PROD0063,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,1,9.32,SAVE5,0.47,1.86,10.71,1.06,11.35,FALSE,,
98C06ED41ED8,order,11/10/2024 13:02,CUST0001494,PROD0055,France,46.2276,2.2137,EU,Marketplace,Credit Card,EUR,1,5.66,BFCM20,1.13,1.13,5.66,1.06,6,FALSE,,
F9A3FE52724D,order,1/15/2025 20:56,CUST0001322,PROD0090,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,10,126.05,BFCM20,252.1,252.1,1260.5,1.22,1537.81,FALSE,,
4B37A4B90113,invoice,6/19/2025 13:56,CUST0000822,PROD0098,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,5,252.26,N/A,0,252.26,1513.56,1.06,1604.37,FALSE,,
B4613BDFAB61,order,9/25/2024 11:52,CUST0000081,PROD0053,Spain,40.4637,-3.7492,EU,Website,PayPal,EUR,1,27.36,N/A,0,5.47,32.83,1.06,34.8,FALSE,,
1356BA5AAB35,order,3/31/2025 12:12,CUST0000521,PROD0088,Australia,-25.2744,133.7751,APAC,Direct Sales,Invoice,AUD,10,233,N/A,0,233,2563,0.66,1691.58,FALSE,,
42DC95473F14,order,6/10/2025 4:51,CUST0000499,PROD0047,United States,39.8283,-98.5795,,Website,Invoice,USD,3,9,N/A,0,0,27,1,27,FALSE,,
F76D84400DCA,order,2/27/2025 20:28,CUST0003103,PROD0099,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,25,44.52,LOYALTY15,166.95,111.3,1057.35,0.66,697.85,FALSE,,
152C56D16D90,order,4/3/2025 8:19,CUST0002870,PROD0035,Canada,56.1304,-106.3468,,Website,Credit Card,USD,1,16,SAVE5,0.8,0.8,16,1,16,FALSE,,
F57C785DDA68,order,5/14/2025 18:08,CUST0001333,PROD0070,Germany,51.1657,10.4515,EU,Reseller,Credit Card,EUR,1,221.65,BFCM20,44.33,44.33,221.65,1.06,234.95,FALSE,,
439CCA7A5C17,order,2/19/2025 18:47,CUST0002823,PROD0027,United States,39.8283,-98.5795,,Partner,Credit Card,USD,15,7,NEWCUSTOMER10,10.5,0,94.5,1,94.5,FALSE,,
5D038100B636,order,2/3/2025 9:50,CUST0002040,PROD0023,France,46.2276,2.2137,EU,Direct Sales,Wire,EUR,15,7.55,N/A,0,22.65,135.9,1.06,144.05,FALSE,,
18B3547F52B3,order,4/15/2025 22:47,CUST0001366,PROD0084,United States,39.8283,-98.5795,,Website,PayPal,USD,1,225.15,N/A,0,0,225.15,1,225.15,FALSE,,
88F54A88CA6F,order,9/26/2025 22:43,CUST0000385,PROD0019,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,25,15,N/A,0,0,375,1,375,FALSE,,
5ADB1583FBA3,order,5/7/2025 18:08,CUST0002119,PROD0006,Canada,56.1304,-106.3468,,Website,PayPal,USD,5,149,N/A,0,37.25,782.25,1,782.25,FALSE,,
3CAD3F4743D6,order,8/6/2024 14:41,CUST0000121,PROD0040,United States,39.8283,-98.5795,,Partner,Invoice,USD,3,250,BFCM10,75,0,675,1,675,FALSE,,
BFDE105142FD,order,2/3/2025 9:04,CUST0001329,PROD0092,United States,39.8283,-98.5795,,Partner,Invoice,USD,1,234.95,BFCM10,23.5,0,211.45,1,211.45,FALSE,,
A97A6998F8DD,order,11/27/2024 5:09,CUST0002498,PROD0064,United States,39.8283,-98.5795,,Website,Credit Card,USD,15,153.78,WELCOME10,230.67,0,2076.03,1,2076.03,FALSE,,
7482F4EB5DBF,invoice,9/4/2024 19:40,CUST0002394,PROD0044,Brazil,-14.235,-51.9253,LATAM,Direct Sales,Credit Card,USD,5,100,NEWCUSTOMER10,50,75,525,1,525,FALSE,,
757ECAC64B75,invoice,7/14/2024 12:37,CUST0000357,PROD0040,United States,39.8283,-98.5795,,Direct Sales,Wire,USD,5,250,SALE15,187.5,0,1062.5,1,1062.5,FALSE,,
6DDBD389CF77,invoice,9/15/2024 19:18,CUST0000296,PROD0064,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,1,233,N/A,0,23.3,256.3,0.66,169.16,FALSE,,
767CB4866A70,order,6/23/2024 5:05,CUST0001460,PROD0059,Spain,40.4637,-3.7492,EU,Partner,Credit Card,EUR,3,27.36,LOYALTY15,12.31,16.42,86.19,1.06,91.36,FALSE,,
C828B2033B5C,order,9/15/2025 11:18,CUST0002151,PROD0065,United Kingdom,55.3781,-3.436,EU,Marketplace,Credit Card,GBP,3,15.57,N/A,0,9.34,56.05,1.22,68.38,FALSE,,
25A4373BA504,order,9/9/2025 20:43,CUST0003373,PROD0053,Brazil,-14.235,-51.9253,LATAM,Website,Credit Card,USD,1,29,N/A,0,4.35,33.35,1,33.35,FALSE,,
59668DF3B3F5,order,12/14/2024 3:36,CUST0003136,PROD0074,Brazil,-14.235,-51.9253,LATAM,Partner,Credit Card,USD,3,267.4,N/A,0,120.33,922.53,1,922.53,FALSE,,
F9CA0ED175E9,order,9/21/2024 10:29,CUST0001437,PROD0083,United States,39.8283,-98.5795,,Partner,Credit Card,USD,1,36.7,NEWCUSTOMER10,3.67,0,33.03,1,33.03,FALSE,,
DB736943F3FA,order,8/16/2024 20:45,CUST0003489,PROD0096,France,46.2276,2.2137,EU,Website,PayPal,EUR,5,252.26,N/A,0,252.26,1513.56,1.06,1604.37,FALSE,,
E1A69622F160,invoice,11/14/2024 6:57,CUST0000969,PROD0052,France,46.2276,2.2137,EU,Reseller,Credit Card,EUR,5,188.68,N/A,0,188.68,1132.08,1.06,1200,FALSE,,
5D4CADC09C9B,order,8/6/2024 6:14,CUST0003778,PROD0083,Australia,-25.2744,133.7751,APAC,Marketplace,Credit Card,AUD,1,55.61,N/A,0,5.56,61.17,0.66,40.37,FALSE,,
D90ACA1FEB45,invoice,6/12/2024 16:29,CUST0002996,PROD0011,Germany,51.1657,10.4515,EU,Marketplace,Credit Card,EUR,1,234.91,NEWCUSTOMER10,23.49,46.98,258.4,1.06,273.9,FALSE,,
8DF9C3992F65,order,9/15/2024 0:57,CUST0002640,PROD0034,Australia,-25.2744,133.7751,APAC,Marketplace,Credit Card,AUD,1,136.36,N/A,0,13.64,150,0.66,99,FALSE,,
F9C5A40160A1,order,8/30/2024 4:21,CUST0003546,PROD0032,United Kingdom,55.3781,-3.436,EU,Partner,Credit Card,GBP,15,98.36,LOYALTY15,221.31,295.08,1549.17,1.22,1889.99,FALSE,,
55DB4BE95506,order,7/18/2024 0:29,CUST0003920,PROD0065,Canada,56.1304,-106.3468,,Direct Sales,Invoice,USD,3,19,N/A,0,2.85,59.85,1,59.85,FALSE,,
CC111AE5D0C1,order,6/22/2024 15:17,CUST0001050,PROD0017,United States,39.8283,-98.5795,,Partner,Invoice,USD,1,19,N/A,0,0,19,1,19,FALSE,,
E17888CDCFBF,order,1/16/2025 8:21,CUST0001500,PROD0011,United States,39.8283,-98.5795,,Partner,Invoice,USD,10,249,NEWCUSTOMER10,249,0,2241,1,2241,FALSE,,
09235E5235E3,order,12/29/2024 22:03,CUST0000287,PROD0033,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,5,7.38,N/A,0,7.38,44.28,1.22,54.02,FALSE,,
1C9186B10AB6,invoice,10/6/2024 22:44,CUST0002596,PROD0035,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,3,13.11,N/A,0,7.87,47.2,1.22,57.58,FALSE,,
6B144BBDA749,order,4/28/2024 19:02,CUST0000712,PROD0050,Brazil,-14.235,-51.9253,LATAM,Reseller,PayPal,USD,3,130,BFCM20,78,58.5,370.5,1,370.5,FALSE,,
CD6E8984C530,order,9/25/2025 18:00,CUST0002179,PROD0063,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,20,9.32,N/A,0,37.28,223.68,1.06,237.1,FALSE,,
BB054F256082,invoice,3/22/2025 14:43,CUST0002493,PROD0050,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,5,122.64,N/A,0,122.64,735.84,1.06,779.99,FALSE,,
92386476F07F,order,4/25/2025 8:50,CUST0003553,PROD0037,United States,39.8283,-98.5795,,Website,PayPal,USD,1,12.5,N/A,0,0,12.5,1,12.5,FALSE,,
AD210A93EB27,invoice,7/11/2025 22:18,CUST0000533,PROD0088,Canada,56.1304,-106.3468,,Website,Credit Card,USD,1,153.78,SAVE5,7.69,7.69,153.78,1,153.78,FALSE,,
9F8E977FE762,order,10/20/2024 3:52,CUST0003406,PROD0026,Australia,-25.2744,133.7751,APAC,Direct Sales,PayPal,AUD,15,437.88,N/A,0,656.82,7225.02,0.66,4768.51,TRUE,12/15/2024 3:52,Duplicate order
DC1746F21DAF,order,9/30/2025 3:46,CUST0000217,PROD0086,Canada,56.1304,-106.3468,,Reseller,Invoice,USD,10,225.15,N/A,0,112.58,2364.08,1,2364.08,FALSE,,
4F27575B3F59,order,8/4/2024 17:16,CUST0001940,PROD0018,Australia,-25.2744,133.7751,APAC,Reseller,Invoice,AUD,15,345.45,N/A,0,518.18,5699.93,0.66,3761.95,FALSE,,
2C1EBC031B2A,order,4/25/2025 18:30,CUST0001497,PROD0010,Australia,-25.2744,133.7751,APAC,Direct Sales,Invoice,AUD,5,37.88,LOYALTY15,28.41,18.94,179.93,0.66,118.75,FALSE,,
1667BAD3A0DB,order,7/8/2025 16:19,CUST0001732,PROD0088,Australia,-25.2744,133.7751,APAC,Partner,Credit Card,AUD,1,233,N/A,0,23.3,256.3,0.66,169.16,FALSE,,
7E4ECBC64A99,invoice,10/17/2025 22:00,CUST0000588,PROD0028,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,1,70,LOYALTY15,10.5,10.5,70,1,70,FALSE,,
355DA74064B4,order,11/12/2024 19:34,CUST0002847,PROD0019,United States,39.8283,-98.5795,,Reseller,Invoice,USD,3,15,N/A,0,0,45,1,45,FALSE,,
F1309D6BD163,order,5/4/2025 15:24,CUST0003545,PROD0075,Philippines,12.8797,121.774,APAC,Website,Credit Card,USD,3,20.12,LOYALTY15,9.05,9.05,60.36,1,60.36,FALSE,,
0C74549D264F,order,3/25/2025 10:03,CUST0002710,PROD0041,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,5,11.32,N/A,0,11.32,67.92,1.06,72,FALSE,,
48036C9F04D7,invoice,8/27/2024 5:47,CUST0003771,PROD0085,Canada,56.1304,-106.3468,,Website,Invoice,USD,3,12.4,N/A,0,1.86,39.06,1,39.06,FALSE,,
0D52CA90025A,order,4/22/2024 14:22,CUST0001185,PROD0084,United States,39.8283,-98.5795,,Website,Invoice,USD,1,225.15,WELCOME10,22.52,0,202.63,1,202.63,FALSE,,
EBC7B493FF67,order,3/28/2025 3:21,CUST0001893,PROD0067,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,5,15.51,BFCM10,7.76,15.51,85.3,1.22,104.07,FALSE,,
A22346387C6D,order,12/31/2024 3:20,CUST0001629,PROD0099,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,24.08,N/A,0,4.82,28.9,1.22,35.26,FALSE,,
9870B18A11DE,order,8/10/2024 18:14,CUST0001156,PROD0005,United Kingdom,55.3781,-3.436,EU,Marketplace,Credit Card,GBP,15,12.3,NEWCUSTOMER10,18.45,36.9,202.95,1.22,247.6,FALSE,,
57052D5DE7C8,order,5/13/2025 5:47,CUST0000140,PROD0001,Germany,51.1657,10.4515,EU,Reseller,Credit Card,EUR,1,46.23,LOYALTY15,6.93,9.25,48.55,1.06,51.46,FALSE,,
9FA5F189C22C,order,8/19/2024 3:53,CUST0000218,PROD0065,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,1,17.92,N/A,0,3.58,21.5,1.06,22.79,FALSE,,
BA40A0BBB1BC,order,11/17/2024 15:47,CUST0003644,PROD0077,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,25,N/A,0,0,25,1,25,TRUE,1/7/2025 15:47,Service dissatisfaction
A005C0E2A42C,invoice,6/18/2025 22:45,CUST0000384,PROD0033,Canada,56.1304,-106.3468,,Partner,Credit Card,USD,1,9,BFCM20,1.8,0.45,7.65,1,7.65,FALSE,,
B8C43365DF69,order,1/19/2025 16:02,CUST0002395,PROD0070,Canada,56.1304,-106.3468,,Website,Credit Card,USD,10,234.95,WELCOME10,234.95,117.48,2232.03,1,2232.03,FALSE,,
1998DDF18DB7,order,9/22/2024 10:23,CUST0000510,PROD0057,United States,39.8283,-98.5795,,Website,Credit Card,USD,5,5,BFCM20,5,0,20,1,20,FALSE,,
DDDA00817F6A,order,9/11/2025 3:31,CUST0001160,PROD0042,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,1,98.36,N/A,0,19.67,118.03,1.22,144,FALSE,,
A78798EF36AB,invoice,11/15/2024 10:47,CUST0003142,PROD0086,United Kingdom,55.3781,-3.436,EU,Reseller,Wire,GBP,15,184.55,NEWCUSTOMER10,276.82,553.65,3045.08,1.22,3715,FALSE,,
D1DE2DACF285,order,10/1/2025 17:41,CUST0003717,PROD0048,Netherlands,52.1326,5.2913,EU,Reseller,Invoice,EUR,10,84.91,SAVE5,42.46,169.82,976.46,1.06,1035.05,FALSE,,
082A2185F85B,order,4/21/2025 11:47,CUST0000748,PROD0081,United Kingdom,55.3781,-3.436,EU,Marketplace,PayPal,GBP,3,23.92,N/A,0,14.35,86.11,1.22,105.05,FALSE,,
C7144CA68FCC,order,6/27/2025 8:39,CUST0000932,PROD0027,Spain,40.4637,-3.7492,EU,Marketplace,Credit Card,EUR,1,6.6,N/A,0,1.32,7.92,1.06,8.4,FALSE,,
F3EBDD4021E8,order,5/16/2024 0:31,CUST0003515,PROD0016,Philippines,12.8797,121.774,APAC,Marketplace,Invoice,USD,5,105,BFCM10,52.5,78.75,551.25,1,551.25,FALSE,,
375462FCABBC,order,1/6/2025 11:54,CUST0003378,PROD0039,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,25,25,N/A,0,0,625,1,625,FALSE,,
915827D2BF3E,invoice,3/5/2025 0:12,CUST0002769,PROD0087,United Kingdom,55.3781,-3.436,EU,Website,Wire,GBP,3,12.26,N/A,0,7.36,44.14,1.22,53.85,FALSE,,
951BAD3C41EB,order,6/21/2024 15:58,CUST0003481,PROD0031,Brazil,-14.235,-51.9253,LATAM,Marketplace,Credit Card,USD,1,12,N/A,0,1.8,13.8,1,13.8,FALSE,,
23A3DBC5AA4C,order,10/17/2025 12:19,CUST0003238,PROD0035,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,1,16,N/A,0,0,16,1,16,FALSE,,
8BA5AE4CA9B4,order,8/18/2025 9:09,CUST0001035,PROD0036,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,1,160,N/A,0,0,160,1,160,FALSE,,
5F36FF3F2D18,order,8/10/2025 11:09,CUST0000208,PROD0038,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,3,125,N/A,0,0,375,1,375,FALSE,,
CEB1DFE27F99,invoice,7/22/2025 21:17,CUST0002883,PROD0018,United States,39.8283,-98.5795,,Website,Wire,USD,5,228,N/A,0,0,1140,1,1140,FALSE,,
7C2E70B8CB3C,order,12/22/2024 4:11,CUST0000448,PROD0033,Australia,-25.2744,133.7751,APAC,Marketplace,Invoice,AUD,10,13.64,BFCM10,13.64,13.64,136.4,0.66,90.02,FALSE,,
218D9BCF41AD,order,9/28/2024 11:40,CUST0003762,PROD0049,United Kingdom,55.3781,-3.436,EU,Partner,Credit Card,GBP,25,10.66,N/A,0,53.3,319.8,1.22,390.16,FALSE,,
6B13CFEB29D0,order,5/5/2024 23:55,CUST0000437,PROD0031,France,46.2276,2.2137,EU,Website,Credit Card,EUR,1,11.32,BFCM10,1.13,2.26,12.45,1.06,13.2,FALSE,,
98B7675A2146,order,6/5/2024 21:00,CUST0002659,PROD0058,Netherlands,52.1326,5.2913,EU,Direct Sales,Credit Card,EUR,5,47.17,WELCOME10,23.59,47.17,259.43,1.06,275,FALSE,,
F678CEE14364,invoice,3/6/2025 1:29,CUST0000251,PROD0004,Canada,56.1304,-106.3468,,Website,Credit Card,USD,3,299,SAVE5,44.85,44.85,897,1,897,FALSE,,
50DC7BDC7D1A,order,3/23/2025 17:28,CUST0002201,PROD0040,Canada,56.1304,-106.3468,,Partner,Credit Card,USD,1,250,LOYALTY15,37.5,12.5,225,1,225,FALSE,,
CDAA390E82E5,order,1/15/2025 9:48,CUST0003617,PROD0072,United States,39.8283,-98.5795,,Website,Credit Card,USD,15,267.4,N/A,0,0,4011,1,4011,FALSE,,
63D5F4867B83,order,5/7/2025 13:41,CUST0002599,PROD0055,United States,39.8283,-98.5795,,Website,Credit Card,USD,5,6,NEWCUSTOMER10,3,0,27,1,27,FALSE,,
103FC43A8405,invoice,11/9/2024 8:12,CUST0001806,PROD0004,France,46.2276,2.2137,EU,Direct Sales,PayPal,EUR,20,282.08,N/A,0,1128.32,6769.92,1.06,7176.12,FALSE,,
C257C7C383B7,order,6/19/2024 2:19,CUST0003828,PROD0015,Philippines,12.8797,121.774,APAC,Website,Credit Card,USD,1,8.75,N/A,0,1.31,10.06,1,10.06,FALSE,,
C92E7DD972B4,order,9/22/2024 14:17,CUST0001003,PROD0100,Canada,56.1304,-106.3468,,Marketplace,Invoice,USD,25,316.27,BFCM20,1581.35,395.34,6720.74,1,6720.74,FALSE,,
08FCDB89A02A,invoice,9/5/2024 20:50,CUST0001711,PROD0032,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,3,98.36,N/A,0,59.02,354.1,1.22,432,FALSE,,
